family,frequency_cycles,gain,r2_model,compliance_rate,phase_deg
linear_solve,1,1.0039575396085938,0.9994335845817044,1.0,0.20402870140625964
linear_solve,2,1.0094918790908414,0.0044442716111320335,1.0,-0.2646883501496024
